val_acc,test_acc,lr,hidden_layer,dropout,weight_decay,GNN
0.824,0.835,0.008624046472421555,308,0.7,0.0017191324329841056,GAT
0.756,0.779,0.0001462475761813345,20,0.5,0.008109499566545228,GAT
0.824,0.838,0.0010977001081174998,153,0.8,0.0006861700611337546,GAT
0.814,0.831,0.0027942594931313074,83,0.5,0.0011781201352873325,GAT
0.786,0.798,0.0009029161680924159,279,0.2,0.003856319374559664,GAT
0.81,0.812,0.0004941301500738933,298,0.8,0.004415874789481434,GAT
0.812,0.835,0.00017481725366692315,143,0.8,0.0002210026134310808,GAT
0.754,0.754,0.0001717709464739564,379,0.5,0.009936842628391392,GAT
0.798,0.792,0.0002852569894232524,14,0.4,0.0021006761391920464,GAT
0.806,0.816,0.00015213361043730754,45,0.8,0.0010983262149913279,GAT
0.798,0.808,0.00018935732143072361,45,0.4,0.00015237445666658258,GAT
0.812,0.819,0.004344356350982224,110,0.2,0.00026809755771860667,GAT
0.814,0.827,0.0014917828882032454,87,0.6,0.00011854738973945967,GAT
0.798,0.803,0.004960378373189366,382,0.1,0.0021487990355155266,GAT
0.814,0.817,0.001455402296396069,358,0.2,0.0027893363786709174,GAT
0.81,0.815,0.0003368245149362042,54,0.7,0.00041230041700607577,GAT
0.812,0.828,0.0010948095380778741,86,0.6,0.00011562361638322028,GAT
0.782,0.8,0.0001471641887739594,473,0.5,0.004523384672803715,GAT
0.808,0.829,0.009129593203957922,376,0.4,0.0029958952390400223,GAT
0.808,0.821,0.00038930930381426857,45,0.2,0.000197267917291798,GAT
0.816,0.82,0.00011544817742695758,216,0.6,0.00011054998237376772,GAT
0.804,0.806,0.0002390079508893249,256,0.1,0.0030880610385447273,GAT
0.768,0.8,0.006455138841971306,249,0.3,0.0048979337885184035,GAT
0.798,0.799,0.0020228490140477163,247,0.7,0.004821658185130357,GAT
0.812,0.833,0.0012563533521250784,130,0.7,0.0002168195743205792,GAT
0.812,0.824,0.00021279969655223867,233,0.2,0.0005083650795758579,GAT
0.826,0.842,0.008105828779036456,236,0.8,0.000338996878444755,GAT
0.784,0.804,0.0011040634565230986,368,0.9,0.0010875962603646796,GAT
0.822,0.832,0.007110675211164806,183,0.7,0.00013691261109583522,GAT
0.8,0.827,0.0008408063454761934,74,0.9,0.0006667358494210242,GAT
0.81,0.829,0.0002995756543030079,163,0.7,0.0006669319474511299,GAT
0.824,0.839,0.001488286170967106,119,0.8,0.0019095571411612683,GAT
0.814,0.819,0.0010000087544670773,179,0.5,0.00019966741221779364,GAT
0.826,0.826,0.004552786016946877,261,0.9,0.0017105184949185942,GAT
0.816,0.821,0.00743262048469716,26,0.2,0.001188163868532193,GAT
0.82,0.826,0.00472682086091701,298,0.9,0.002400613917116901,GAT
0.8,0.819,0.0001624830351010567,153,0.3,0.001015085711900994,GAT
0.818,0.839,0.004337502331358677,300,0.7,0.0006285165138203252,GAT
0.822,0.827,0.007151226089194968,188,0.7,0.0033849713861720267,GAT
0.674,0.684,0.003418271705006507,88,0.1,0.006391849625061458,GAT
0.822,0.839,0.0019237344197317024,382,0.7,0.001333418803890926,GAT
0.82,0.83,0.008465074297289654,239,0.5,0.0005924359857633742,GAT
0.768,0.777,0.0015060925186176505,349,0.9,0.005037704837699271,GAT
0.804,0.824,0.0006376932783860152,159,0.5,0.00015652288355838277,GAT
0.816,0.813,0.0015569003574642246,178,0.3,0.003073750551351818,GAT
0.822,0.829,0.000929529261715444,496,0.3,0.0005550553144421652,GAT
0.762,0.75,0.0005017633194129808,176,0.6,0.004934219789151396,GAT
0.808,0.826,0.00020616399123476694,187,0.5,0.000501860758274852,GAT
0.82,0.832,0.0020114099210294767,479,0.4,0.001300504874553988,GAT
0.816,0.82,0.00199232453157152,348,0.3,0.0014857949051442253,GAT
0.8,0.826,0.0004550483212309893,166,0.9,0.0011484360612796188,GAT
0.816,0.835,0.00011189157242888124,289,0.9,0.0008151581782592433,GAT
0.81,0.822,0.0014712630916076865,443,0.3,0.00023992189761943,GAT
0.824,0.839,0.0005291816539791885,346,0.8,0.00018059740189535383,GAT
0.804,0.802,0.00015675168365409455,451,0.2,0.0006762058083494466,GAT
0.828,0.838,0.0003086519635420375,362,0.7,0.0006365870299212678,GAT
0.804,0.826,0.0008188162909791026,46,0.1,0.0002093380312979946,GAT
0.708,0.702,0.0013500247654657715,443,0.5,0.006127417989201266,GAT
0.812,0.823,0.0018845059529957794,62,0.5,0.00011504313993591965,GAT
0.77,0.78,0.007304330868000884,244,0.2,0.0048987492088667615,GAT
0.804,0.818,0.00013156132833026368,187,0.4,0.00143736846182272,GAT
0.804,0.824,0.009474609370654129,393,0.8,0.0014646866579452978,GAT
0.812,0.827,0.004155957809816889,33,0.4,0.00010044413989879816,GAT
0.806,0.817,0.0009556435645430888,187,0.3,0.00012124515682224013,GAT
0.806,0.819,0.00922673292248918,454,0.3,0.0027190422152365327,GAT
0.82,0.842,0.00363753157452708,227,0.7,0.0005021246261980455,GAT
0.65,0.633,0.00014103230257678085,26,0.9,0.0001413201304784117,GAT
0.81,0.829,0.00014710052208687482,248,0.7,0.0001364213647202018,GAT
0.806,0.834,0.008888341243095142,362,0.8,0.0012807987840293374,GAT
0.82,0.833,0.0005401439612297795,487,0.8,0.0005721650652739251,GAT
0.81,0.821,0.0013962749453337712,263,0.4,0.00199159639322353,GAT
0.792,0.789,0.000293374168878858,83,0.1,0.0038409102057762132,GAT
0.806,0.814,0.002146257320459482,176,0.3,0.003018498924707243,GAT
0.81,0.824,0.00010936269486224224,344,0.3,0.0005705100296449042,GAT
0.824,0.834,0.0008027923595144107,153,0.6,0.0013323518275000052,GAT
0.768,0.777,0.004131751886890548,178,0.7,0.005593910607064106,GAT
0.812,0.824,0.004034911245179381,443,0.1,0.0006686113375407961,GAT
0.804,0.808,0.00982371796228854,265,0.6,0.004196705850537681,GAT
0.804,0.815,0.00012477179209463915,64,0.1,0.0007228201262991471,GAT
0.806,0.813,0.0011713697121803364,398,0.1,0.0006296546583841079,GAT
0.806,0.818,0.00019747394202194286,318,0.1,0.0019196704633810007,GAT
0.692,0.693,0.0009004123796228526,481,0.8,0.00668075260508569,GAT
0.814,0.829,0.0021088552313244667,478,0.6,0.00033003366403288925,GAT
0.756,0.775,0.00017091362331861408,201,0.1,0.004429507371413908,GAT
0.814,0.834,0.0009524161235102599,168,0.8,0.0010319082441649044,GAT
0.808,0.82,0.00026618399489767566,392,0.4,0.0013526751805313846,GAT
0.81,0.81,0.0012578616606653931,340,0.2,0.0024627425063796105,GAT
0.718,0.725,0.009498507171185304,221,0.8,0.006103470380535191,GAT
0.804,0.819,0.00013989240786250803,192,0.2,0.0005364089682036034,GAT
0.792,0.799,0.0004801236981845098,478,0.7,0.004601800235268557,GAT
0.828,0.837,0.002990546365227909,333,0.6,0.0017457560700033154,GAT
0.808,0.828,0.0001043245141256037,233,0.8,0.0004027353063924805,GAT
0.83,0.84,0.0009629195048728106,111,0.7,0.0005170324671614264,GAT
0.792,0.793,0.0009057767063702702,13,0.7,0.00887949849816438,GAT
0.806,0.824,0.00014150556719446294,100,0.7,0.00036581604450051344,GAT
0.82,0.827,0.00781825251043236,182,0.6,0.002857368687330934,GAT
0.8,0.808,0.00013131909377517366,209,0.9,0.0030733527974176776,GAT
0.818,0.833,0.007619503212934154,116,0.3,0.00017681078529268457,GAT
0.76,0.773,0.0006717711390992338,446,0.5,0.004783057788418397,GAT
0.798,0.802,0.00024853455607913355,96,0.1,0.0022873166726199282,GAT
0.82,0.841,0.00032232449955078683,442,0.8,0.00029967961325878047,GAT
0.806,0.828,0.000156841172509476,70,0.8,0.0005623969673534851,GAT
0.828,0.838,0.002341001279269391,203,0.9,0.0003514874386616534,GAT
0.694,0.692,0.007014930175111543,318,0.7,0.007618638469477838,GAT
0.83,0.845,0.005214130066135627,136,0.8,0.00022144876074437538,GAT
0.81,0.828,0.0012957294059851928,93,0.3,0.00019441164293347582,GAT
0.816,0.835,0.0005104957592065417,411,0.7,0.00011797766443603513,GAT
0.82,0.845,0.008058347220296906,165,0.6,0.00015075289710613055,GAT
0.81,0.813,0.0020231552228436762,364,0.2,0.001987070622834157,GAT
0.806,0.801,0.00046698484860134283,87,0.5,0.0028101261547662923,GAT
0.774,0.787,0.00039647667022281056,304,0.9,0.005781894893806612,GAT
0.806,0.815,0.00021431892779127132,289,0.3,0.0015466717633578963,GAT
0.76,0.743,0.0005187231173109608,348,0.4,0.005139787795746035,GAT
0.814,0.825,0.0008085428357165686,16,0.3,0.0004004575587290643,GAT
0.812,0.827,0.003546604101961446,419,0.5,0.00023360385308465628,GAT
0.794,0.799,0.000170939914708346,190,0.6,0.001724713000425598,GAT
0.832,0.847,0.0020910756071289473,494,0.8,0.0015599647265073602,GAT
0.816,0.836,0.00014620241997461266,186,0.9,0.00025380947040622013,GAT
0.802,0.817,0.0003926854765595827,41,0.7,0.0030547653206528065,GAT
0.806,0.816,0.00016790209540226255,232,0.6,0.0017611270048094648,GAT
0.812,0.827,0.0003713875216399781,307,0.4,0.00022040178785270376,GAT
0.574,0.567,0.0004147195087393484,362,0.5,0.008447876497224883,GAT
0.806,0.818,0.0031328651902408806,300,0.1,0.0010882377891629868,GAT
0.784,0.798,0.0001603884993059072,13,0.7,0.0033402412129442385,GAT
0.808,0.822,0.00034450533368310377,387,0.2,0.001268346679915469,GAT
0.824,0.836,0.0024348273113678157,382,0.6,0.0017807051204362136,GAT
0.816,0.824,0.004161761111173918,472,0.2,0.0001164878599595504,GAT
0.774,0.771,0.000434036025594004,266,0.8,0.009495197718665586,GAT
0.822,0.833,0.0007387468829913069,490,0.7,0.002346539019581159,GAT
